time, nusers, response_time, n_servers, global_load_avg, global_mem_util, avg_num_apps_per_server 
  12620.0, 8,    11.336, 2,    0.0225,    0.0240, 0 
  12630.0, 8,    13.353, 2,    0.0262,    0.0245, 0 
  12640.0, 8,     8.150, 2,    0.0228,    0.0253, 0 
  12650.0, 8,    11.369, 2,    0.0236,    0.0243, 0 
  12660.0, 8,     8.615, 2,    0.0236,    0.0237, 0 
  12670.0, 8,    10.531, 2,    0.0232,    0.0242, 0 
  12680.0, 8,    11.695, 2,    0.0232,    0.0238, 0 
  12690.0, 8,     9.245, 2,    0.0206,    0.0235, 0 
  12700.0, 7,    13.351, 2,    0.0227,    0.0215, 0 
  12710.0, 7,    10.481, 2,    0.0216,    0.0207, 0 
  12720.0, 7,     8.662, 2,    0.0216,    0.0209, 0 
  12730.0, 7,     8.724, 2,    0.0168,    0.0201, 0 
  12740.0, 7,     9.598, 2,    0.0164,    0.0205, 0 
  12750.0, 7,    12.332, 2,    0.0179,    0.0204, 0 
  12760.0, 7,    10.709, 2,    0.0182,    0.0226, 0 
  12770.0, 7,     8.941, 2,    0.0177,    0.0212, 0 
  12780.0, 7,     9.725, 2,    0.0177,    0.0211, 0 
  12790.0, 7,    12.995, 2,    0.0271,    0.0212, 0 
  12800.0, 7,    12.881, 2,    0.0250,    0.0207, 0 
  12810.0, 7,     9.880, 2,    0.0216,    0.0212, 0 
  12820.0, 7,     9.997, 2,    0.0205,    0.0212, 0 
  12830.0, 7,     9.491, 2,    0.0200,    0.0207, 0 
  12840.0, 7,     8.482, 2,    0.0200,    0.0225, 0 
  12850.0, 7,     9.777, 2,    0.0170,    0.0219, 0 
  12860.0, 7,    11.132, 2,    0.0193,    0.0219, 0 
  12870.0, 7,     9.175, 2,    0.0186,    0.0231, 0 
  12880.0, 7,    10.514, 2,    0.0169,    0.0209, 0 
  12890.0, 7,     7.437, 2,    0.0161,    0.0229, 0 
  12900.0, 6,     7.449, 2,    0.0161,    0.0226, 0 
  12910.0, 6,    10.660, 2,    0.0134,    0.0194, 1 
  12920.0, 6,    11.993, 2,    0.0130,    0.0208, 1 
  12930.0, 6,    10.330, 2,    0.0133,    0.0217, 1 
  12940.0, 6,    10.155, 2,    0.0126,    0.0193, 1 
  12950.0, 6,    13.815, 2,    0.0138,    0.0213, 1 
  12960.0, 6,    12.509, 2,    0.0138,    0.0212, 1 
  12970.0, 5,     9.267, 2,    0.0102,    0.0213, 1 
  12980.0, 5,     6.103, 2,    0.0077,    0.0195, 1 
  12990.0, 5,     9.371, 2,    0.0080,    0.0186, 1 
  13000.0, 5,     8.342, 2,    0.0082,    0.0174, 1 
  13010.0, 4,    11.311, 2,    0.0097,    0.0164, 1 
  13020.0, 4,     9.041, 2,    0.0097,    0.0156, 1 
  13030.0, 4,     9.871, 2,    0.0101,    0.0152, 1 
  13040.0, 4,     8.883, 2,    0.0094,    0.0140, 0 
  13050.0, 4,     9.839, 2,    0.0108,    0.0135, 0 
  13060.0, 4,     7.269, 2,    0.0103,    0.0140, 0 
  13070.0, 4,     8.536, 2,    0.0101,    0.0138, 0 
  13080.0, 4,    10.006, 2,    0.0101,    0.0134, 0 
  13090.0, 4,     8.281, 2,    0.0105,    0.0133, 0 
  13100.0, 4,     8.758, 2,    0.0085,    0.0133, 0 
  13110.0, 4,    10.669, 2,    0.0094,    0.0140, 0 
  13120.0, 3,    10.539, 2,    0.0093,    0.0131, 0 
  13130.0, 3,     9.314, 2,    0.0086,    0.0104, 0 
  13140.0, 3,     9.610, 2,    0.0086,    0.0107, 0 
  13150.0, 3,     9.694, 2,    0.0106,    0.0110, 0 
  13160.0, 3,     8.879, 2,    0.0094,    0.0098, 0 
  13170.0, 3,    11.939, 2,    0.0090,    0.0100, 0 
  13180.0, 3,     3.728, 2,    0.0074,    0.0117, 0 
  13190.0, 3,    13.387, 2,    0.0079,    0.0102, 0 
  13200.0, 3,     8.118, 2,    0.0079,    0.0097, 0 
  13210.0, 3,    11.149, 2,    0.0141,    0.0100, 0 
  13220.0, 3,    10.514, 2,    0.0115,    0.0091, 0 
  13230.0, 3,     6.816, 2,    0.0095,    0.0093, 0 
  13240.0, 3,    11.625, 2,    0.0084,    0.0095, 0 
  13250.0, 3,     6.749, 2,    0.0080,    0.0086, 0 
  13260.0, 3,     6.511, 2,    0.0080,    0.0084, 0 
  13270.0, 3,     7.359, 2,    0.0067,    0.0096, 0 
  13280.0, 3,     8.105, 2,    0.0060,    0.0089, 0 
  13290.0, 3,     7.685, 2,    0.0061,    0.0093, 0 
  13300.0, 3,    10.401, 2,    0.0064,    0.0090, 0 
  13310.0, 3,     6.832, 2,    0.0061,    0.0091, 0 
  13320.0, 3,     9.552, 2,    0.0061,    0.0085, 0 
  13330.0, 3,     8.543, 2,    0.0078,    0.0088, 0 
  13340.0, 3,    10.135, 2,    0.0075,    0.0093, 0 
  13350.0, 3,     7.102, 2,    0.0058,    0.0092, 0 
  13360.0, 3,    15.577, 2,    0.0063,    0.0097, 0 
  13370.0, 3,    11.624, 2,    0.0062,    0.0077, 0 
  13380.0, 3,     9.085, 2,    0.0062,    0.0110, 0 
  13390.0, 2,    14.926, 2,    0.0118,    0.0109, 0 
  13400.0, 2,    13.753, 2,    0.0083,    0.0075, 0 
  13410.0, 2,     6.054, 2,    0.0068,    0.0077, 0 
  13420.0, 2,     9.153, 2,    0.0064,    0.0078, 0 
  13430.0, 2,    14.021, 2,    0.0056,    0.0076, 0 
  13440.0, 2,     8.543, 2,    0.0056,    0.0070, 0 
  13450.0, 2,     5.444, 2,    0.0020,    0.0074, 0 
  13460.0, 2,    15.489, 2,    0.0042,    0.0077, 0 
  13470.0, 2,     6.508, 2,    0.0036,    0.0073, 0 
  13480.0, 2,     9.461, 2,    0.0041,    0.0079, 0 
  13490.0, 2,    10.376, 2,    0.0042,    0.0081, 0 
  13500.0, 2,    11.541, 2,    0.0042,    0.0078, 0 
  13510.0, 2,    10.998, 2,    0.0047,    0.0076, 0 
  13520.0, 2,     8.200, 2,    0.0041,    0.0073, 0 
  13530.0, 2,     9.334, 2,    0.0045,    0.0078, 0 
  13540.0, 2,    14.286, 2,    0.0055,    0.0072, 0 
  13550.0, 2,     8.697, 2,    0.0051,    0.0070, 0 
  13560.0, 2,    12.961, 2,    0.0051,    0.0073, 0 
  13570.0, 2,     9.214, 2,    0.0051,    0.0072, 0 
  13580.0, 2,    15.698, 2,    0.0066,    0.0076, 0 
  13590.0, 2,    14.344, 2,    0.0070,    0.0073, 0 
  13600.0, 2,    14.554, 2,    0.0073,    0.0074, 0 
  13610.0, 2,     7.716, 2,    0.0064,    0.0071, 0 
  13620.0, 2,     8.254, 2,    0.0064,    0.0070, 0 
  13630.0, 2,    13.640, 2,    0.0092,    0.0078, 0 
  13640.0, 2,    14.297, 2,    0.0105,    0.0076, 0 
  13650.0, 2,     8.552, 2,    0.0081,    0.0076, 0 
  13660.0, 2,    14.315, 2,    0.0083,    0.0074, 0 
  13670.0, 2,     5.980, 2,    0.0069,    0.0078, 0 
  13680.0, 2,    12.527, 2,    0.0069,    0.0080, 1 
  13690.0, 2,     9.921, 2,    0.0042,    0.0089, 1 
  13700.0, 2,    12.102, 2,    0.0055,    0.0094, 1 
  13710.0, 2,     8.252, 2,    0.0061,    0.0081, 1 
  13720.0, 2,     8.327, 2,    0.0057,    0.0092, 1 
  13730.0, 2,     7.542, 2,    0.0052,    0.0097, 1 
  13740.0, 2,    10.346, 2,    0.0052,    0.0086, 1 
  13750.0, 2,     5.950, 2,    0.0046,    0.0091, 1 
  13760.0, 2,     7.143, 2,    0.0038,    0.0087, 1 
  13770.0, 2,     8.593, 2,    0.0040,    0.0089, 1 
  13780.0, 2,    16.602, 2,    0.0049,    0.0096, 1 
  13790.0, 2,     6.711, 2,    0.0045,    0.0084, 1 
  13800.0, 2,     8.142, 2,    0.0045,    0.0089, 0 
  13810.0, 2,     5.117, 2,    0.0029,    0.0066, 0 
  13820.0, 2,     9.974, 2,    0.0037,    0.0064, 0 
  13830.0, 2,     7.609, 2,    0.0035,    0.0061, 0 
  13840.0, 2,     9.192, 2,    0.0036,    0.0060, 0 
  13850.0, 2,    10.018, 2,    0.0043,    0.0064, 0 
  13860.0, 2,    10.875, 2,    0.0043,    0.0061, 0 
  13870.0, 2,     4.832, 2,    0.0014,    0.0057, 0 
  13880.0, 2,     8.263, 2,    0.0016,    0.0061, 0 
  13890.0, 2,    10.929, 2,    0.0027,    0.0059, 0 
  13900.0, 2,    12.269, 2,    0.0039,    0.0058, 0 
  13910.0, 2,    12.847, 2,    0.0041,    0.0053, 0 
  13920.0, 2,    20.269, 2,    0.0041,    0.0053, 0 
  13930.0, 2,     6.063, 2,    0.0036,    0.0059, 0 
  13940.0, 2,     6.697, 2,    0.0033,    0.0060, 0 
  13950.0, 2,    12.588, 2,    0.0056,    0.0058, 0 
  13960.0, 2,     7.628, 2,    0.0051,    0.0058, 0 
  13970.0, 2,    16.109, 2,    0.0054,    0.0053, 0 
  13980.0, 2,    10.225, 2,    0.0054,    0.0054, 0 
  13990.0, 2,     6.395, 2,    0.0038,    0.0062, 0 
  14000.0, 2,     7.415, 2,    0.0048,    0.0058, 0 
  14010.0, 2,     4.546, 2,    0.0038,    0.0058, 0 
  14020.0, 2,    13.588, 2,    0.0046,    0.0057, 0 
  14030.0, 2,    16.798, 2,    0.0055,    0.0059, 0 
  14040.0, 2,    19.207, 2,    0.0055,    0.0057, 0 
  14050.0, 2,    12.879, 2,    0.0122,    0.0061, 0 
  14060.0, 2,    15.687, 2,    0.0091,    0.0061, 0 
  14070.0, 2,     7.701, 2,    0.0074,    0.0060, 0 
  14080.0, 2,     6.645, 2,    0.0061,    0.0065, 0 
  14090.0, 2,    15.666, 2,    0.0066,    0.0066, 0 
  14100.0, 2,     8.683, 2,    0.0066,    0.0062, 0 
  14110.0, 2,     5.763, 2,    0.0053,    0.0066, 0 
  14120.0, 2,    11.787, 2,    0.0064,    0.0067, 0 
  14130.0, 2,     6.802, 2,    0.0052,    0.0062, 0 
  14140.0, 2,     6.573, 2,    0.0045,    0.0063, 0 
  14150.0, 2,    12.214, 2,    0.0048,    0.0056, 0 
  14160.0, 2,     7.014, 2,    0.0048,    0.0058, 0 
  14170.0, 2,     9.516, 2,    0.0051,    0.0059, 0 
  14180.0, 2,    10.422, 2,    0.0060,    0.0056, 0 
  14190.0, 2,     6.336, 2,    0.0043,    0.0033, 0 
  14200.0, 2,     8.293, 2,    0.0041,    0.0059, 0 
  14210.0, 2,    11.584, 2,    0.0047,    0.0058, 0 
  14220.0, 2,    10.942, 2,    0.0047,    0.0061, 0 
  14230.0, 2,    15.147, 2,    0.0104,    0.0060, 0 
  14240.0, 2,    11.160, 2,    0.0078,    0.0062, 0 
  14250.0, 2,     9.419, 2,    0.0063,    0.0060, 0 
  14260.0, 2,     8.821, 2,    0.0053,    0.0024, 0 
  14270.0, 2,     7.429, 2,    0.0050,    0.0061, 0 
  14280.0, 2,    13.738, 2,    0.0050,    0.0059, 0 
  14290.0, 2,    11.023, 2,    0.0024,    0.0059, 0 
  14300.0, 2,     6.369, 2,    0.0026,    0.0061, 0 
  14310.0, 2,    16.048, 2,    0.0050,    0.0060, 0 
  14320.0, 2,     7.523, 2,    0.0050,    0.0060, 0 
  14330.0, 2,    15.386, 2,    0.0057,    0.0062, 0 
  14340.0, 2,    12.686, 2,    0.0057,    0.0062, 0 
  14350.0, 2,     6.440, 2,    0.0034,    0.0061, 0 
  14360.0, 2,     8.293, 2,    0.0031,    0.0056, 0 
  14370.0, 2,    15.928, 2,    0.0043,    0.0062, 0 
  14380.0, 2,     4.698, 2,    0.0036,    0.0055, 0 
  14390.0, 2,    12.151, 2,    0.0049,    0.0057, 0 
  14400.0, 2,    13.352, 2,    0.0049,    0.0062, 0 
  14410.0, 2,    14.245, 2,    0.0041,    0.0069, 0 
  14420.0, 2,     7.604, 2,    0.0035,    0.0059, 0 
  14430.0, 2,    11.843, 2,    0.0045,    0.0063, 0 
  14440.0, 2,     8.616, 2,    0.0050,    0.0055, 0 
  14450.0, 2,    12.974, 2,    0.0053,    0.0055, 0 
  14460.0, 2,    16.802, 2,    0.0053,    0.0064, 0 
  14470.0, 2,    11.728, 2,    0.0059,    0.0060, 0 
  14480.0, 2,    19.271, 2,    0.0057,    0.0062, 0 
  14490.0, 2,    13.080, 2,    0.0064,    0.0058, 0 
  14500.0, 2,    14.602, 2,    0.0061,    0.0059, 0 
  14510.0, 2,    28.951, 2,    0.0069,    0.0059, 0 
  14520.0, 2,    11.781, 2,    0.0069,    0.0060, 0 
  14530.0, 2,    15.086, 2,    0.0076,    0.0061, 0 
  14540.0, 2,     7.551, 2,    0.0063,    0.0064, 0 
  14550.0, 2,    20.593, 2,    0.0086,    0.0058, 0 
  14560.0, 2,     8.811, 2,    0.0077,    0.0056, 0 
  14570.0, 2,    15.803, 2,    0.0076,    0.0063, 0 
  14580.0, 2,     8.611, 2,    0.0076,    0.0061, 0 
  14590.0, 2,    11.366, 2,    0.0049,    0.0062, 0 
  14600.0, 2,     8.562, 2,    0.0050,    0.0058, 0 
  14610.0, 2,    11.972, 2,    0.0051,    0.0060, 0 
  14620.0, 2,     7.254, 2,    0.0046,    0.0058, 0 
  14630.0, 2,    14.809, 2,    0.0057,    0.0062, 0 
  14640.0, 2,     6.360, 2,    0.0057,    0.0063, 0 
  14650.0, 2,    16.555, 2,    0.0075,    0.0055, 0 
  14660.0, 2,    11.165, 2,    0.0053,    0.0059, 0 
  14670.0, 2,    13.415, 2,    0.0050,    0.0058, 0 
  14680.0, 2,    13.537, 2,    0.0051,    0.0062, 0 
  14690.0, 2,     7.598, 2,    0.0049,    0.0063, 0 
  14700.0, 2,     6.667, 2,    0.0049,    0.0059, 0 
  14710.0, 2,    13.875, 2,    0.0087,    0.0058, 0 
  14720.0, 2,     9.378, 2,    0.0073,    0.0060, 0 
  14730.0, 2,    14.243, 2,    0.0073,    0.0060, 0 
  14740.0, 2,    12.614, 2,    0.0072,    0.0056, 0 
  14750.0, 2,    16.842, 2,    0.0076,    0.0057, 0 
  14760.0, 2,     9.001, 2,    0.0076,    0.0053, 0 
  14770.0, 2,    11.394, 2,    0.0052,    0.0054, 0 
  14780.0, 2,    12.088, 2,    0.0065,    0.0059, 0 
  14790.0, 2,     9.593, 2,    0.0065,    0.0056, 0 
  14800.0, 2,     8.610, 2,    0.0053,    0.0066, 0 
  14810.0, 2,     7.505, 2,    0.0052,    0.0062, 0 
  14820.0, 2,     8.847, 2,    0.0052,    0.0055, 0 
  14830.0, 2,    11.289, 2,    0.0065,    0.0062, 0 
  14840.0, 2,    10.013, 2,    0.0048,    0.0061, 0 
  14850.0, 2,     5.531, 2,    0.0039,    0.0056, 0 
  14860.0, 2,     5.038, 2,    0.0034,    0.0066, 0 
  14870.0, 2,    10.366, 2,    0.0039,    0.0057, 0 
  14880.0, 2,     6.097, 2,    0.0039,    0.0059, 0 
  14890.0, 2,     8.728, 2,    0.0050,    0.0062, 0 
  14900.0, 2,     9.680, 2,    0.0038,    0.0062, 0 
  14910.0, 2,    14.762, 2,    0.0046,    0.0059, 0 
  14920.0, 2,     8.752, 2,    0.0050,    0.0067, 0 
  14930.0, 2,    11.642, 2,    0.0048,    0.0059, 0 
  14940.0, 2,     9.388, 2,    0.0048,    0.0079, 0 
  14950.0, 2,    10.220, 2,    0.0073,    0.0066, 0 
  14960.0, 2,    11.363, 2,    0.0071,    0.0070, 0 
  14970.0, 2,     7.363, 2,    0.0057,    0.0080, 0 
  14980.0, 2,     8.042, 2,    0.0060,    0.0076, 0 
  14990.0, 2,     6.877, 2,    0.0051,    0.0027, 0 
  15000.0, 2,     7.637, 2,    0.0051,    0.0072, 0 
  15010.0, 2,    14.696, 2,    0.0078,    0.0078, 0 
  15020.0, 2,    11.783, 2,    0.0068,    0.0076, 0 
  15030.0, 2,     7.337, 2,    0.0053,    0.0071, 0 
  15040.0, 2,     6.080, 2,    0.0044,    0.0059, 0 
  15050.0, 2,    12.937, 2,    0.0055,    0.0057, 0 
  15060.0, 2,    10.118, 2,    0.0055,    0.0053, 0 
  15070.0, 2,     7.934, 2,    0.0073,    0.0058, 0 
  15080.0, 2,    11.734, 2,    0.0062,    0.0062, 0 
  15090.0, 2,     8.978, 2,    0.0055,    0.0059, 0 
  15100.0, 2,     7.372, 2,    0.0049,    0.0058, 0 
  15110.0, 2,     5.602, 2,    0.0043,    0.0058, 0 
  15120.0, 2,    13.075, 2,    0.0043,    0.0059, 0 
  15130.0, 1,     9.917, 2,    0.0058,    0.0067, 0 
  15140.0, 1,     6.462, 2,    0.0033,    0.0030, 0 
  15150.0, 1,     4.219, 2,    0.0025,    0.0027, 0 
  15160.0, 1,     8.220, 2,    0.0026,    0.0028, 0 
  15170.0, 1,     7.244, 2,    0.0024,    0.0028, 0 
  15180.0, 1,     1.562, 2,    0.0024,    0.0025, 0 
  15190.0, 1,    13.474, 2,    0.0040,    0.0027, 0 
  15200.0, 1,     7.037, 2,    0.0030,    0.0035, 0 
  15210.0, 1,    10.405, 2,    0.0021,    0.0035, 0 
  15220.0, 1,    13.684, 2,    0.0033,    0.0028, 0 
  15230.0, 1,    12.725, 2,    0.0037,    0.0030, 0 
  15240.0, 1,    13.369, 2,    0.0037,    0.0030, 0 
  15250.0, 1,     8.748, 2,    0.0019,    0.0027, 0 
  15260.0, 1,    11.345, 2,    0.0029,    0.0028, 0 
  15270.0, 1,     5.788, 2,    0.0025,    0.0030, 0 
  15280.0, 1,    11.622, 2,    0.0026,    0.0033, 0 
  15290.0, 1,    11.463, 2,    0.0029,    0.0031, 0 
  15300.0, 1,    10.007, 2,    0.0029,    0.0031, 0 
  15310.0, 1,    15.770, 2,    0.0023,    0.0027, 0 
  15320.0, 1,    13.784, 2,    0.0022,    0.0029, 0 
  15330.0, 1,     8.346, 2,    0.0022,    0.0026, 0 
  15340.0, 1,     8.145, 2,    0.0023,    0.0031, 0 
  15350.0, 1,    11.203, 2,    0.0021,    0.0030, 0 
  15360.0, 1,     6.130, 2,    0.0021,    0.0030, 0 
  15370.0, 1,    15.830, 2,    0.0055,    0.0030, 0 
  15380.0, 1,     1.193, 2,    0.0026,    0.0029, 0 
  15390.0, 1,     4.217, 2,    0.0019,    0.0028, 0 
  15400.0, 1,     5.990, 2,    0.0019,    0.0027, 0 
  15410.0, 1,    11.771, 2,    0.0026,    0.0031, 0 
  15420.0, 1,    12.693, 2,    0.0026,    0.0031, 0 
  15430.0, 1,    12.544, 2,    0.0048,    0.0029, 0 
  15440.0, 1,    16.303, 2,    0.0053,    0.0028, 0 
  15450.0, 1,     4.568, 2,    0.0037,    0.0030, 0 
  15460.0, 1,    15.983, 2,    0.0034,    0.0031, 0 
  15470.0, 1,     5.662, 2,    0.0029,    0.0031, 0 
  15480.0, 1,    12.018, 2,    0.0029,    0.0026, 0 
  15490.0, 1,     8.445, 2,    0.0018,    0.0030, 0 
  15500.0, 1,    18.190, 2,    0.0041,    0.0027, 0 
  15510.0, 1,     3.559, 2,    0.0028,    0.0027, 0 
  15520.0, 1,     6.251, 2,    0.0027,    0.0033, 0 
  15530.0, 1,     4.687, 2,    0.0023,    0.0030, 0 
  15540.0, 1,    17.318, 2,    0.0023,    0.0027, 0 
  15550.0, 1,     6.615, 2,    0.0026,    0.0030, 0 
  15560.0, 1,     2.239, 2,    0.0013,    0.0035, 0 
  15570.0, 1,     6.614, 2,    0.0014,    0.0030, 0 
  15580.0, 1,     5.464, 2,    0.0016,    0.0034, 0 
  15590.0, 1,     7.269, 2,    0.0015,    0.0032, 0 
  15600.0, 1,     7.960, 2,    0.0015,    0.0030, 0 
  15610.0, 1,     6.190, 2,    0.0017,    0.0031, 0 
  15620.0, 1,     4.818, 2,    0.0017,    0.0027, 0 
  15630.0, 1,     4.349, 2,    0.0015,    0.0027, 0 
  15640.0, 1,     8.796, 2,    0.0015,    0.0030, 0 
  15650.0, 1,     3.874, 2,    0.0015,    0.0029, 0 
  15660.0, 1,     8.744, 2,    0.0015,    0.0031, 0 
  15670.0, 1,     3.486, 2,    0.0004,    0.0024, 0 
  15680.0, 1,    14.208, 2,    0.0016,    0.0034, 0 
  15690.0, 1,    20.856, 2,    0.0027,    0.0028, 0 
  15700.0, 1,     6.532, 2,    0.0025,    0.0030, 0 
  15710.0, 1,     2.397, 2,    0.0021,    0.0029, 0 
  15720.0, 1,     8.018, 2,    0.0021,    0.0032, 0 
  15730.0, 1,     6.627, 2,    0.0036,    0.0031, 0 
  15740.0, 1,    17.705, 2,    0.0045,    0.0032, 0 
  15750.0, 1,    29.128, 2,    0.0055,    0.0029, 0 
  15760.0, 1,     6.579, 2,    0.0045,    0.0033, 0 
  15770.0, 1,    10.748, 2,    0.0044,    0.0032, 0 
  15780.0, 1,     6.126, 2,    0.0044,    0.0032, 0 
  15790.0, 1,     6.979, 2,    0.0008,    0.0027, 0 
  15800.0, 1,    10.259, 2,    0.0020,    0.0027, 0 
  15810.0, 1,    23.679, 2,    0.0034,    0.0032, 0 
  15820.0, 1,    11.284, 2,    0.0035,    0.0032, 0 
  15830.0, 1,     8.442, 2,    0.0030,    0.0024, 0 
  15840.0, 1,     8.337, 2,    0.0030,    0.0023, 0 
  15850.0, 1,    26.566, 2,    0.0080,    0.0033, 0 
  15860.0, 1,    15.063, 2,    0.0047,    0.0026, 0 
  15870.0, 1,     5.850, 2,    0.0036,    0.0032, 0 
  15880.0, 1,     7.946, 2,    0.0034,    0.0028, 0 
  15890.0, 1,     9.336, 2,    0.0031,    0.0031, 0 
  15900.0, 1,    12.806, 2,    0.0031,    0.0030, 0 
  15910.0, 1,    10.835, 2,    0.0034,    0.0030, 0 
  15920.0, 1,    11.942, 2,    0.0035,    0.0028, 0 
  15930.0, 1,     7.438, 2,    0.0028,    0.0029, 0 
  15940.0, 1,    17.818, 2,    0.0028,    0.0030, 0 
  15950.0, 1,     6.743, 2,    0.0026,    0.0032, 0 
  15960.0, 1,     5.661, 2,    0.0026,    0.0028, 0 
  15970.0, 1,    17.131, 2,    0.0016,    0.0034, 0 
  15980.0, 1,    12.584, 2,    0.0022,    0.0035, 0 
  15990.0, 1,     0.910, 2,    0.0014,    0.0028, 0 
  16000.0, 1,     4.985, 2,    0.0013,    0.0031, 0 
  16010.0, 1,     5.660, 2,    0.0013,    0.0032, 0 
  16020.0, 1,    13.671, 2,    0.0013,    0.0030, 0 
  16030.0, 1,     5.490, 2,    0.0030,    0.0031, 0 
  16040.0, 1,     4.948, 2,    0.0019,    0.0031, 0 
  16050.0, 1,    14.741, 2,    0.0025,    0.0027, 0 
  16060.0, 1,     9.560, 2,    0.0030,    0.0028, 0 
  16070.0, 1,     4.950, 2,    0.0028,    0.0032, 0 
  16080.0, 1,    10.555, 2,    0.0028,    0.0031, 0 
  16090.0, 1,     7.605, 2,    0.0023,    0.0033, 0 
  16100.0, 1,     8.754, 2,    0.0027,    0.0030, 0 
  16110.0, 1,    10.436, 2,    0.0025,    0.0028, 0 
  16120.0, 1,     5.148, 2,    0.0020,    0.0029, 0 
  16130.0, 1,     5.010, 2,    0.0016,    0.0031, 0 
  16140.0, 1,     5.704, 2,    0.0016,    0.0027, 0 
  16150.0, 1,    22.137, 2,    0.0044,    0.0027, 0 
  16160.0, 1,    17.000, 2,    0.0048,    0.0029, 0 
  16170.0, 1,     6.917, 2,    0.0036,    0.0030, 0 
  16180.0, 1,    11.676, 2,    0.0036,    0.0029, 0 
  16190.0, 1,     9.247, 2,    0.0033,    0.0044, 0 
  16200.0, 1,     8.082, 2,    0.0033,    0.0040, 0 
  16210.0, 1,     5.580, 2,    0.0014,    0.0044, 0 
  16220.0, 1,    22.622, 2,    0.0050,    0.0046, 0 
  16230.0, 1,     3.171, 2,    0.0035,    0.0046, 0 
  16240.0, 1,     7.090, 2,    0.0031,    0.0042, 0 
  16250.0, 1,    13.666, 2,    0.0037,    0.0044, 0 
  16260.0, 1,     5.964, 2,    0.0037,    0.0036, 0 
  16270.0, 1,     7.704, 2,    0.0021,    0.0050, 0 
  16280.0, 1,    10.899, 2,    0.0018,    0.0052, 0 
  16290.0, 0,    25.299, 2,    0.0021,    0.0046, 0 
  16290.0, 0,    25.299, 2,    0.0021,    0.0046, 0 
  16320.0, 10,     9.899, 2,    0.0021,    0.0318, 5 
  16350.0, 20,     9.365, 2,    0.0396,    0.0700, 8 
  16380.0, 30,    10.374, 2,    0.0396,    0.1054, 11 
  16410.0, 40,    11.195, 2,    0.1040,    0.1467, 14 
  16440.0, 50,    11.174, 2,    0.1040,    0.1826, 17 
  16470.0, 60,    10.539, 2,    0.1350,    0.2237, 21 
  16500.0, 70,    11.134, 2,    0.1350,    0.2583, 21 
  16530.0, 80,    12.820, 2,    0.2475,    0.2898, 23 
  16560.0, 90,    12.691, 2,    0.2475,    0.3288, 25 
  16590.0, 100,    11.739, 2,    0.2744,    0.3689, 31 
  16620.0, 110,    12.508, 2,    0.2744,    0.4078, 32 
  16650.0, 120,    14.078, 2,    0.4136,    0.4468, 36 
  16680.0, 130,    14.819, 2,    0.4136,    0.4894, 37 
  16710.0, 140,    16.831, 2,    0.5398,    0.5252, 40 
  16740.0, 150,    16.253, 2,    0.5398,    0.5609, 42 
  16770.0, 160,    16.853, 2,    0.6356,    0.5824, 40 
  16800.0, 170,    17.339, 2,    0.6671,    0.6159, 40 
  16830.0, 180,    16.145, 3,    0.4584,    0.4634, 36 
  16860.0, 190,    15.894, 3,    0.4584,    0.4782, 36 
  16890.0, 200,    15.941, 3,    0.5026,    0.4962, 35 
  16920.0, 210,    14.441, 3,    0.5026,    0.5122, 34 
  16950.0, 220,    15.582, 3,    0.5570,    0.5261, 32 
  16980.0, 230,    15.858, 3,    0.5570,    0.5460, 32 
  17010.0, 240,    16.159, 3,    0.6419,    0.5648, 32 
  17040.0, 250,    17.204, 3,    0.6419,    0.5964, 37 
  17070.0, 260,    17.475, 3,    0.7338,    0.6212, 37 
  17100.0, 270,    18.067, 3,    0.7657,    0.6409, 37 
  17130.0, 280,    16.821, 5,    0.4638,    0.4443, 37 
  17160.0, 290,    16.819, 5,    0.4638,    0.4561, 37 
  17190.0, 300,    17.850, 5,    0.5208,    0.4654, 37 
  17220.0, 310,    16.896, 5,    0.5208,    0.4751, 35 
  17250.0, 320,    16.641, 5,    0.5194,    0.4706, 30 
  17280.0, 330,    15.791, 5,    0.5194,    0.4790, 29 
  17310.0, 340,    16.391, 5,    0.5344,    0.4890, 31 
  17340.0, 350,    15.541, 5,    0.5344,    0.5090, 32 
  17370.0, 360,    16.341, 5,    0.5772,    0.5242, 33 
  17400.0, 370,    14.755, 5,    0.5772,    0.5365, 33 
  17430.0, 380,    17.084, 5,    0.6290,    0.5468, 31 
  17460.0, 390,    16.113, 5,    0.6290,    0.5552, 36 
  17490.0, 400,    16.533, 5,    0.6419,    0.5798, 36 
  17520.0, 410,    16.248, 5,    0.6419,    0.5969, 38 
  17550.0, 420,    16.098, 5,    0.6624,    0.6173, 41 
  17580.0, 430,    16.388, 5,    0.6624,    0.6352, 41 
  17610.0, 440,    16.695, 5,    0.6972,    0.6408, 40 
  17640.0, 450,    18.705, 5,    0.6972,    0.6520, 40 
  17670.0, 460,    18.280, 5,    0.8064,    0.6630, 38 
  17700.0, 470,    17.692, 5,    0.8095,    0.6741, 38 
  17730.0, 480,    19.682, 8,    0.5351,    0.4879, 43 
  17760.0, 490,    17.735, 8,    0.5351,    0.4912, 42 
  17790.0, 500,    18.100, 8,    0.5487,    0.4925, 40 
  17820.0, 510,    15.989, 8,    0.5487,    0.4999, 40 
  17850.0, 520,    16.772, 8,    0.5332,    0.4890, 32 
  17880.0, 530,    15.453, 8,    0.5332,    0.4909, 32 
